"population","focal_cov","focal_min_max","other_mean_obs","projection","lambda","focal_full","scenario","focal_scenario","other_scenario"
"Vertedero","fallR","max","mean",18,0.906663360064251,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"SierraCarboneraY5","prevfallR","max","mean",18,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"SierraRetinY5","prevfallR","max","mean",18,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"Vertedero","prevfallR","max","mean",18,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"SierraCarboneraY5","dens","max","mean",18,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"SierraRetinY5","dens","max","mean",18,1.02678382696091,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"Vertedero","dens","max","mean",18,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"SierraCarboneraY5","size","max","mean",18,1.02107517264673,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"SierraRetinY5","size","max","mean",18,1.06415899748109,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"Vertedero","size","max","mean",18,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"SierraCarboneraY5","TSF","max","mean",18,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"SierraRetinY5","TSF","max","mean",18,0.920691584405882,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"Vertedero","TSF","max","mean",18,0.513149575662888,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"SierraCarboneraY5","summerT","min","obs",18,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"SierraRetinY5","summerT","min","obs",18,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"Vertedero","summerT","min","obs",18,0.984301988947416,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"SierraCarboneraY5","prevwinterT","min","obs",18,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"SierraRetinY5","prevwinterT","min","obs",18,1.08815163708464,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"Vertedero","prevwinterT","min","obs",18,0.985946734240072,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"SierraCarboneraY5","fallR","min","obs",18,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"SierraRetinY5","fallR","min","obs",18,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"Vertedero","fallR","min","obs",18,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"SierraCarboneraY5","prevfallR","min","obs",18,0.787943254930745,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"SierraRetinY5","prevfallR","min","obs",18,1.08887435592949,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"Vertedero","prevfallR","min","obs",18,0.978798197480077,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"SierraCarboneraY5","dens","min","obs",18,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"SierraRetinY5","dens","min","obs",18,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"Vertedero","dens","min","obs",18,0.974849292604165,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"SierraCarboneraY5","size","min","obs",18,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"SierraRetinY5","size","min","obs",18,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"Vertedero","size","min","obs",18,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"SierraCarboneraY5","TSF","min","obs",18,0.632576071416578,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"SierraRetinY5","TSF","min","obs",18,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"Vertedero","TSF","min","obs",18,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"SierraCarboneraY5","summerT","max","obs",18,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"SierraRetinY5","summerT","max","obs",18,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"Vertedero","summerT","max","obs",18,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"SierraCarboneraY5","prevwinterT","max","obs",18,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"SierraRetinY5","prevwinterT","max","obs",18,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"Vertedero","prevwinterT","max","obs",18,0.798048652555721,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"SierraCarboneraY5","fallR","max","obs",18,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","fallR","max","obs",18,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"Vertedero","fallR","max","obs",18,0.973522997610561,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","prevfallR","max","obs",18,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","prevfallR","max","obs",18,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"Vertedero","prevfallR","max","obs",18,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","dens","max","obs",18,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
